,country,country_code,year,GDP_value,HDI_value,tot_pop,tot_medal,medal_tiers,HDI_ranking,Ranking
310,Brunei ,BRN,2002,5843329108.0,0.807,346777,0,No medals,Very high,Not top ten
311,Brunei ,BRN,2004,7872333215.0,0.818,359434,0,No medals,Very high,Not top ten
312,Brunei ,BRN,2006,11470703002.0,0.825,370262,0,No medals,Very high,Not top ten
313,Brunei ,BRN,2008,14393099069.0,0.825,379418,0,No medals,Very high,Not top ten
314,Brunei ,BRN,2010,13707370737.0,0.827,388634,0,No medals,Very high,Not top ten
315,Brunei ,BRN,2012,19048495519.0,0.839,398997,0,No medals,Very high,Not top ten
316,Brunei ,BRN,2014,17098342541.0,0.838,409778,0,No medals,Very high,Not top ten
317,Brunei ,BRN,2016,11400653732.0,0.839,419791,0,No medals,Very high,Not top ten
318,Bulgaria,BGR,1992,10350515464.0,0.705,8540164,17,1-25,High,Not top ten
319,Bulgaria,BGR,1994,9697416974.0,0.705,8443591,0,No medals,High,Not top ten
320,Bulgaria,BGR,1996,10109404160.0,0.718,8362826,21,1-25,High,Not top ten
321,Bulgaria,BGR,1998,14630974778.0,0.718,8256786,1,1-25,High,Not top ten
322,Bulgaria,BGR,2000,13148099185.0,0.72,8170172,13,1-25,High,Not top ten
323,Bulgaria,BGR,2002,16360346654.0,0.736,7837161,3,1-25,High,Not top ten
324,Bulgaria,BGR,2004,26094622564.0,0.752,7716860,17,1-25,High,Not top ten
325,Bulgaria,BGR,2006,34304448150.0,0.765,7601022,1,1-25,High,Not top ten
326,Bulgaria,BGR,2008,54409138498.0,0.78,7492561,5,1-25,High,Not top ten
327,Bulgaria,BGR,2010,50610031136.0,0.788,7395599,0,No medals,High,Not top ten
328,Bulgaria,BGR,2012,53903028252.0,0.795,7305888,2,1-25,Very high,Not top ten
329,Bulgaria,BGR,2014,56732006512.0,0.806,7223938,0,No medals,Very high,Not top ten
330,Bulgaria,BGR,2016,53237882473.0,0.811,7127822,7,1-25,Very high,Not top ten
331,Burkina Faso,BFA,1992,2240264712.0,0.361,9297110,0,No medals,Low,Not top ten
332,Burkina Faso,BFA,1994,1895290965.0,0.361,9816584,0,No medals,Low,Not top ten
333,Burkina Faso,BFA,1996,2586550747.0,0.361,10372734,0,No medals,Low,Not top ten
334,Burkina Faso,BFA,1998,2804902724.0,0.361,10968722,0,No medals,Low,Not top ten
335,Burkina Faso,BFA,2000,2628920056.0,0.293,11607951,0,No medals,Low,Not top ten
336,Burkina Faso,BFA,2002,3205592290.0,0.303,12293097,0,No medals,Low,Not top ten
337,Burkina Faso,BFA,2004,4838551100.0,0.32,13030576,0,No medals,Low,Not top ten
338,Burkina Faso,BFA,2006,5844669846.0,0.341,13829173,0,No medals,Low,Not top ten
339,Burkina Faso,BFA,2008,8369637065.0,0.364,14689725,0,No medals,Low,Not top ten
340,Burkina Faso,BFA,2010,8979966766.0,0.384,15605211,0,No medals,Low,Not top ten
341,Burkina Faso,BFA,2012,11166063467.0,0.403,16571252,0,No medals,Low,Not top ten
342,Burkina Faso,BFA,2014,12377391463.0,0.413,17586029,0,No medals,Low,Not top ten
343,Burkina Faso,BFA,2016,11693235542.0,0.428,18646350,0,No medals,Low,Not top ten
344,Burundi,BDI,1992,1083037671.0,0.299,5685569,0,No medals,Low,Not top ten
345,Burundi,BDI,1994,925030590.0,0.296,5898964,0,No medals,Low,Not top ten
346,Burundi,BDI,1996,869033856.0,0.289,6060110,1,1-25,Low,Not top ten
347,Burundi,BDI,1998,893770806.0,0.294,6185564,0,No medals,Low,Not top ten
348,Burundi,BDI,2000,870486066.0,0.3,6378871,0,No medals,Low,Not top ten
349,Burundi,BDI,2002,825394490.0,0.311,6704118,0,No medals,Low,Not top ten
350,Burundi,BDI,2004,915257323.0,0.33,7131688,0,No medals,Low,Not top ten
351,Burundi,BDI,2006,1273180597.0,0.359,7607850,0,No medals,Low,Not top ten
352,Burundi,BDI,2008,1611634332.0,0.384,8126104,0,No medals,Low,Not top ten
353,Burundi,BDI,2010,2026864469.0,0.411,8675606,0,No medals,Low,Not top ten
354,Burundi,BDI,2012,2472384907.0,0.426,9245992,0,No medals,Low,Not top ten
355,Burundi,BDI,2014,3093647227.0,0.438,9844301,0,No medals,Low,Not top ten
356,Burundi,BDI,2016,3007029030.0,0.438,10488002,1,1-25,Low,Not top ten
357,Cameroon,CMR,1992,11396310990.0,0.441,12499499,0,No medals,Low,Not top ten
358,Cameroon,CMR,1994,10600157684.0,0.433,13230978,0,No medals,Low,Not top ten
359,Cameroon,CMR,1996,10513387442.0,0.431,13970812,0,No medals,Low,Not top ten
360,Cameroon,CMR,1998,10612847429.0,0.434,14723772,0,No medals,Low,Not top ten
361,Cameroon,CMR,2000,10083937740.0,0.44,15513944,18,1-25,Low,Not top ten
362,Cameroon,CMR,2002,11579343088.0,0.458,16357605,0,No medals,Low,Not top ten
363,Cameroon,CMR,2004,17430933517.0,0.469,17259322,1,1-25,Low,Not top ten
364,Cameroon,CMR,2006,19356046328.0,0.471,18223677,0,No medals,Low,Not top ten
365,Cameroon,CMR,2008,26409781215.0,0.49,19252674,1,1-25,Low,Not top ten
366,Cameroon,CMR,2010,26143818510.0,0.505,20341236,0,No medals,Low,Not top ten
367,Cameroon,CMR,2012,29104437355.0,0.525,21485267,0,No medals,Low,Not top ten
368,Cameroon,CMR,2014,34942948737.0,0.54,22681853,0,No medals,Low,Not top ten
369,Cameroon,CMR,2016,32217497470.0,0.553,23926549,0,No medals,Medium,Not top ten
370,Canada,CAN,1992,592000000000.0,0.857,28371264,8,1-25,Very high,Top Ten
371,Canada,CAN,1994,578000000000.0,0.859,29000663,37,26-50,Very high,Top Ten
372,Canada,CAN,1996,629000000000.0,0.864,29610218,5,1-25,Very high,Top Ten
373,Canada,CAN,1998,632000000000.0,0.861,30155173,49,26-50,Very high,Top Ten
374,Canada,CAN,2000,742000000000.0,0.867,30685730,31,26-50,Very high,Top Ten
375,Canada,CAN,2002,758000000000.0,0.877,31360079,74,51-75,Very high,Top Ten
376,Canada,CAN,2004,1020000000000.0,0.888,31940655,17,1-25,Very high,Top Ten
377,Canada,CAN,2006,1320000000000.0,0.898,32571174,69,51-75,Very high,Top Ten
378,Canada,CAN,2008,1550000000000.0,0.898,33247118,35,26-50,Very high,Top Ten
379,Canada,CAN,2010,1610000000000.0,0.901,34004889,9,1-25,Very high,Top Ten
380,Canada,CAN,2012,1820000000000.0,0.906,34714222,55,51-75,Very high,Top Ten
381,Canada,CAN,2014,1790000000000.0,0.918,35437435,86,76-100,Very high,Top Ten
382,Canada,CAN,2016,1530000000000.0,0.923,36109487,69,51-75,Very high,Top Ten
383,Cape Verde,CPV,1992,357160985.0,0.618,355763,0,No medals,Medium,Not top ten
384,Cape Verde,CPV,1994,406580652.0,0.618,376409,0,No medals,Medium,Not top ten
385,Cape Verde,CPV,1996,501979069.0,0.618,395533,0,No medals,Medium,Not top ten
386,Cape Verde,CPV,1998,521910561.0,0.618,412513,0,No medals,Medium,Not top ten
387,Cape Verde,CPV,2000,539227278.0,0.569,428178,0,No medals,Medium,Not top ten
388,Cape Verde,CPV,2002,620974660.0,0.583,442955,0,No medals,Medium,Not top ten
389,Cape Verde,CPV,2004,924318491.0,0.59,456619,0,No medals,Medium,Not top ten
390,Cape Verde,CPV,2006,1107891063.0,0.611,469171,0,No medals,Medium,Not top ten
391,Cape Verde,CPV,2008,1789333749.0,0.625,480846,0,No medals,Medium,Not top ten
392,Cape Verde,CPV,2010,1664310770.0,0.632,492644,0,No medals,Medium,Not top ten
393,Cape Verde,CPV,2012,1751888562.0,0.644,505241,0,No medals,Medium,Not top ten
394,Cape Verde,CPV,2014,1858121723.0,0.654,518276,0,No medals,Medium,Not top ten
395,Cape Verde,CPV,2016,1617467436.0,0.657,531140,0,No medals,Medium,Not top ten
396,Chile,CHL,1992,45964327559.0,0.722,13719818,0,No medals,High,Not top ten
397,Chile,CHL,1994,57008425296.0,0.72,14166346,0,No medals,High,Not top ten
398,Chile,CHL,1996,78039572222.0,0.735,14587367,0,No medals,High,Not top ten
399,Chile,CHL,1998,81577430181.0,0.743,14977736,0,No medals,High,Not top ten
400,Chile,CHL,2000,77860932152.0,0.756,15342350,17,1-25,High,Not top ten
401,Chile,CHL,2002,69736811435.0,0.769,15684413,0,No medals,High,Not top ten
402,Chile,CHL,2004,99210392858.0,0.785,16014972,4,1-25,High,Not top ten
403,Chile,CHL,2006,155000000000.0,0.791,16354507,0,No medals,Very high,Not top ten
404,Chile,CHL,2008,180000000000.0,0.814,16708255,1,1-25,Very high,Not top ten
405,Chile,CHL,2010,219000000000.0,0.803,17062531,0,No medals,Very high,Not top ten
406,Chile,CHL,2012,267000000000.0,0.821,17400359,0,No medals,Very high,Not top ten
407,Chile,CHL,2014,261000000000.0,0.837,17758969,0,No medals,Very high,Not top ten
408,Chile,CHL,2016,247000000000.0,0.845,18209072,0,No medals,Very high,Not top ten
409,China,CHN,1992,427000000000.0,0.517,1164970000,85,76-100,Low,Not top ten
410,China,CHN,1994,564000000000.0,0.534,1191835000,3,1-25,Low,Not top ten
411,China,CHN,1996,864000000000.0,0.554,1217550000,16,1-25,Medium,Not top ten
412,China,CHN,1998,1030000000000.0,0.571,1241935000,14,1-25,Medium,Not top ten
413,China,CHN,2000,1210000000000.0,0.588,1262645000,79,76-100,Medium,Not top ten
414,China,CHN,2002,1470000000000.0,0.606,1280400000,16,1-25,Medium,Not top ten
415,China,CHN,2004,1960000000000.0,0.628,1296075000,94,76-100,Medium,Not top ten
416,China,CHN,2006,2750000000000.0,0.653,1311020000,13,1-25,Medium,Not top ten
417,United States,USA,2004,12300000000000.0,0.897,292805298,263,200-300,Very high,Top Ten
418,China,CHN,2010,6100000000000.0,0.699,1337705000,19,1-25,Medium,Not top ten
419,China,CHN,2012,8560000000000.0,0.716,1354190000,125,101-200,High,Not top ten
420,China,CHN,2014,10500000000000.0,0.731,1371860000,12,1-25,High,Not top ten
421,United States,USA,1996,8100000000000.0,0.884,269394000,259,200-300,Very high,Top Ten
422,Colombia,COL,1992,49279585355.0,0.617,34422568,1,1-25,Medium,Not top ten
423,Colombia,COL,1994,81703500846.0,0.631,35758978,0,No medals,Medium,Not top ten
424,Colombia,COL,1996,97160109278.0,0.647,37076387,0,No medals,Medium,Not top ten
425,Colombia,COL,1998,98443739941.0,0.662,38364307,0,No medals,Medium,Not top ten
426,Colombia,COL,2000,99886577331.0,0.666,39629965,1,1-25,Medium,Not top ten
427,Colombia,COL,2002,97933391976.0,0.671,40875363,0,No medals,Medium,Not top ten
428,Colombia,COL,2004,117000000000.0,0.684,42075953,2,1-25,Medium,Not top ten
429,Colombia,COL,2006,163000000000.0,0.698,43200901,0,No medals,Medium,Not top ten
430,Colombia,COL,2008,244000000000.0,0.718,44254972,2,1-25,High,Not top ten
431,Colombia,COL,2010,287000000000.0,0.729,45222699,0,No medals,High,Not top ten
432,Colombia,COL,2012,370000000000.0,0.739,46075721,8,1-25,High,Not top ten
433,Colombia,COL,2014,378000000000.0,0.753,46967706,0,No medals,High,Not top ten
434,Colombia,COL,2016,282000000000.0,0.76,48175048,8,1-25,High,Not top ten
435,Comoros,COM,1992,266191040.0,0.509,436454,0,No medals,Low,Not top ten
436,Comoros,COM,1994,185761823.0,0.508,462280,0,No medals,Low,Not top ten
437,Comoros,COM,1996,230495751.0,0.508,488625,0,No medals,Low,Not top ten
438,Comoros,COM,1998,215394066.0,0.508,515382,0,No medals,Low,Not top ten
439,Comoros,COM,2000,203846428.0,0.465,542358,0,No medals,Low,Not top ten
440,Comoros,COM,2002,246737680.0,0.475,569480,0,No medals,Low,Not top ten
441,Comoros,COM,2004,368143119.0,0.483,597230,0,No medals,Low,Not top ten
442,Comoros,COM,2006,406111874.0,0.495,626427,0,No medals,Low,Not top ten
443,Comoros,COM,2008,523134897.0,0.508,657227,0,No medals,Low,Not top ten
444,Comoros,COM,2010,530493353.0,0.521,689696,0,No medals,Low,Not top ten
445,Comoros,COM,2012,570865941.0,0.538,723865,0,No medals,Low,Not top ten
446,Comoros,COM,2014,647720707.0,0.543,759390,0,No medals,Low,Not top ten
447,Comoros,COM,2016,616654490.0,0.547,795597,0,No medals,Low,Not top ten
448,Congo (Brazzaville),COG,1992,2933222706.0,0.471,2489945,0,No medals,Low,Not top ten
449,Congo (Brazzaville),COG,1994,1769365439.0,0.489,2632345,0,No medals,Low,Not top ten
450,Congo (Brazzaville),COG,1996,2540697538.0,0.47,2785815,0,No medals,Low,Not top ten
451,Congo (Brazzaville),COG,1998,1949481381.0,0.48,2951651,0,No medals,Low,Not top ten
452,Congo (Brazzaville),COG,2000,3219910666.0,0.461,3127420,0,No medals,Low,Not top ten
453,Congo (Brazzaville),COG,2002,3019993739.0,0.471,3310376,0,No medals,Low,Not top ten
454,Congo (Brazzaville),COG,2004,4648628921.0,0.473,3510468,0,No medals,Low,Not top ten
455,Congo (Brazzaville),COG,2006,7731261311.0,0.47,3745143,0,No medals,Low,Not top ten
456,Congo (Brazzaville),COG,2008,11859013281.0,0.501,4011487,0,No medals,Low,Not top ten
457,Congo (Brazzaville),COG,2010,12007880439.0,0.52,4273738,0,No medals,Low,Not top ten
458,Congo (Brazzaville),COG,2012,13677930124.0,0.535,4510197,0,No medals,Low,Not top ten
459,Congo (Brazzaville),COG,2014,14177437982.0,0.56,4736965,0,No medals,Medium,Not top ten
460,Congo (Brazzaville),COG,2016,7833508879.0,0.578,4980996,0,No medals,Medium,Not top ten
461,Congo (Kinshasa),COD,1992,8206227134.0,0.361,37333917,0,No medals,Low,Not top ten
462,Congo (Kinshasa),COD,1994,5820383306.0,0.349,40252973,0,No medals,Low,Not top ten
463,Congo (Kinshasa),COD,1996,5771454940.0,0.351,42757239,0,No medals,Low,Not top ten
464,Congo (Kinshasa),COD,1998,6215591270.0,0.349,44849968,0,No medals,Low,Not top ten
465,Congo (Kinshasa),COD,2000,19088046306.0,0.349,47105830,0,No medals,Low,Not top ten
466,Congo (Kinshasa),COD,2002,8728038525.0,0.358,49871670,0,No medals,Low,Not top ten
467,Congo (Kinshasa),COD,2004,10297483481.0,0.374,53068869,0,No medals,Low,Not top ten
468,Congo (Kinshasa),COD,2006,14296507096.0,0.389,56578046,0,No medals,Low,Not top ten
469,Congo (Kinshasa),COD,2008,19206060270.0,0.412,60411195,0,No medals,Low,Not top ten
470,Congo (Kinshasa),COD,2010,20523285374.0,0.419,64563853,0,No medals,Low,Not top ten
471,Congo (Kinshasa),COD,2012,27463220380.0,0.438,69020749,0,No medals,Low,Not top ten
472,Congo (Kinshasa),COD,2014,34028119333.0,0.448,73767445,0,No medals,Low,Not top ten
473,Congo (Kinshasa),COD,2016,31930856402.0,0.464,78789130,0,No medals,Low,Not top ten
474,Costa Rica,CRI,1992,8528593084.0,0.68,3286525,0,No medals,Medium,Not top ten
475,Costa Rica,CRI,1994,10432619390.0,0.692,3458829,0,No medals,Medium,Not top ten
476,Costa Rica,CRI,1996,11618286553.0,0.701,3632361,1,1-25,High,Not top ten
477,Costa Rica,CRI,1998,13617405420.0,0.713,3803893,0,No medals,High,Not top ten
478,Costa Rica,CRI,2000,14949514585.0,0.721,3962369,2,1-25,High,Not top ten
479,Costa Rica,CRI,2002,16504795453.0,0.728,4100922,0,No medals,High,Not top ten
480,Costa Rica,CRI,2004,18529767934.0,0.735,4225156,0,No medals,High,Not top ten
481,Costa Rica,CRI,2006,22600431878.0,0.745,4345421,0,No medals,High,Not top ten
482,Costa Rica,CRI,2008,30612932803.0,0.761,4463123,0,No medals,High,Not top ten
483,Costa Rica,CRI,2010,37268635287.0,0.765,4577371,0,No medals,High,Not top ten
484,Costa Rica,CRI,2012,46473128286.0,0.783,4688003,0,No medals,High,Not top ten
485,Costa Rica,CRI,2014,50656002896.0,0.796,4795390,0,No medals,Very high,Not top ten
486,Costa Rica,CRI,2016,57435507212.0,0.801,4899336,0,No medals,Very high,Not top ten
487,Cote d'Ivoire,CIV,1992,11152971316.0,0.405,12812428,0,No medals,Low,Not top ten
488,Cote d'Ivoire,CIV,1994,8313557450.0,0.407,13735438,0,No medals,Low,Not top ten
489,Cote d'Ivoire,CIV,1996,12139234939.0,0.412,14665125,0,No medals,Low,Not top ten
490,Cote d'Ivoire,CIV,1998,12612033729.0,0.414,15589407,0,No medals,Low,Not top ten
491,Cote d'Ivoire,CIV,2000,10717022463.0,0.421,16454660,0,No medals,Low,Not top ten
492,Cote d'Ivoire,CIV,2002,12346919216.0,0.426,17231539,0,No medals,Low,Not top ten
493,Cote d'Ivoire,CIV,2004,16554441847.0,0.433,17970493,0,No medals,Low,Not top ten
494,Cote d'Ivoire,CIV,2006,17800887796.0,0.443,18754914,0,No medals,Low,Not top ten
495,Cote d'Ivoire,CIV,2008,24224903100.0,0.455,19605568,0,No medals,Low,Not top ten
496,Cote d'Ivoire,CIV,2010,24884505035.0,0.468,20532944,0,No medals,Low,Not top ten
497,Cote d'Ivoire,CIV,2012,27040562587.0,0.482,21547188,0,No medals,Low,Not top ten
498,Cote d'Ivoire,CIV,2014,35372603446.0,0.492,22647672,0,No medals,Low,Not top ten
499,Cote d'Ivoire,CIV,2016,36372613023.0,0.513,23822726,2,1-25,Low,Not top ten
500,Croatia,HRV,1996,23678012697.0,0.715,4557097,28,26-50,High,Not top ten
501,Croatia,HRV,1998,25432144406.0,0.738,4532135,0,No medals,High,Not top ten
502,Croatia,HRV,2000,21774273832.0,0.757,4468302,1,1-25,High,Not top ten
503,Croatia,HRV,2002,26878499206.0,0.774,4302174,4,1-25,High,Not top ten
504,Croatia,HRV,2004,41574530816.0,0.786,4304600,21,1-25,High,Not top ten
505,Croatia,HRV,2006,50453577898.0,0.798,4311159,3,1-25,Very high,Not top ten
506,Croatia,HRV,2008,70481451814.0,0.813,4309705,5,1-25,Very high,Not top ten
507,Croatia,HRV,2010,59665427465.0,0.815,4295427,3,1-25,Very high,Not top ten
508,Croatia,HRV,2012,56485301967.0,0.825,4267558,35,26-50,Very high,Not top ten
509,Croatia,HRV,2014,57080369368.0,0.835,4238389,1,1-25,Very high,Not top ten
510,Croatia,HRV,2016,50714957391.0,0.841,4174349,24,1-25,Very high,Not top ten
511,Cuba,CUB,1992,22085858243.0,0.667,10736386,69,51-75,Medium,Not top ten
512,Cuba,CUB,1994,28448326757.0,0.656,10838461,0,No medals,Medium,Not top ten
513,Cuba,CUB,1996,25017300000.0,0.669,10939285,55,51-75,Medium,Not top ten
514,Cuba,CUB,1998,25736331247.0,0.677,11038706,0,No medals,Medium,Not top ten
515,Cuba,CUB,2000,30565400000.0,0.691,11126423,65,51-75,Medium,Not top ten
516,Cuba,CUB,2002,33590500000.0,0.698,11199664,0,No medals,Medium,Not top ten
517,Cuba,CUB,2004,38203000000.0,0.722,11250369,62,51-75,High,Not top ten
518,Cuba,CUB,2006,52742800000.0,0.756,11261241,0,No medals,High,Not top ten
519,Cuba,CUB,2008,60806300000.0,0.783,11236975,47,26-50,High,Not top ten
520,Cuba,CUB,2010,64328000000.0,0.781,11225833,0,No medals,High,Not top ten
521,Cuba,CUB,2012,73141000000.0,0.769,11257112,14,1-25,High,Not top ten
522,Cuba,CUB,2014,80656100000.0,0.767,11306909,0,No medals,High,Not top ten
523,Cyprus,CYP,1992,6912150456.0,0.773,800610,0,No medals,High,Not top ten
524,Cyprus,CYP,1994,7425703929.0,0.784,837104,0,No medals,High,Not top ten
525,Cyprus,CYP,1996,9899623588.0,0.791,873426,0,No medals,Very high,Not top ten
526,Cyprus,CYP,1998,10353506787.0,0.803,908710,0,No medals,Very high,Not top ten
527,Cyprus,CYP,2000,10183317625.0,0.804,943288,0,No medals,Very high,Not top ten
528,Cyprus,CYP,2002,11618269231.0,0.819,976968,0,No medals,Very high,Not top ten
529,Cyprus,CYP,2004,17422375000.0,0.831,1010410,0,No medals,Very high,Not top ten
530,Cyprus,CYP,2006,20403713461.0,0.842,1045508,0,No medals,Very high,Not top ten
531,Cyprus,CYP,2008,27839460964.0,0.858,1081568,0,No medals,Very high,Not top ten
532,Cyprus,CYP,2010,25562251656.0,0.856,1112617,0,No medals,Very high,Not top ten
533,Cyprus,CYP,2012,25041372222.0,0.859,1135046,1,1-25,Very high,Not top ten
534,Cyprus,CYP,2014,23359294149.0,0.862,1152297,0,No medals,Very high,Not top ten
535,Cyprus,CYP,2016,20047013274.0,0.873,1170189,0,No medals,Very high,Not top ten
536,Czech Republic,CZE,1992,34590052812.0,0.736,10319123,0,No medals,High,Not top ten
537,Czech Republic,CZE,1994,47554674591.0,0.752,10333587,0,No medals,High,Not top ten
538,Czech Republic,CZE,1996,66985765439.0,0.776,10315241,13,1-25,High,Not top ten
539,Czech Republic,CZE,1998,66490372105.0,0.783,10294373,23,1-25,High,Not top ten
540,Czech Republic,CZE,2000,61649492817.0,0.804,10255063,9,1-25,Very high,Not top ten
541,Czech Republic,CZE,2002,81910771994.0,0.821,10196916,3,1-25,Very high,Not top ten
542,Czech Republic,CZE,2004,119000000000.0,0.834,10197101,13,1-25,Very high,Not top ten
543,Czech Republic,CZE,2006,155000000000.0,0.852,10238905,27,26-50,Very high,Not top ten
544,Czech Republic,CZE,2008,236000000000.0,0.863,10384603,7,1-25,Very high,Not top ten
545,Czech Republic,CZE,2010,207000000000.0,0.87,10474410,9,1-25,Very high,Not top ten
546,Czech Republic,CZE,2012,207000000000.0,0.874,10510785,14,1-25,Very high,Not top ten
547,Czech Republic,CZE,2014,208000000000.0,0.888,10525347,11,1-25,Very high,Not top ten
548,Czech Republic,CZE,2016,195000000000.0,0.893,10566332,15,1-25,Very high,Not top ten
549,Denmark,DNK,1992,153000000000.0,0.815,5171370,14,1-25,Very high,Not top ten
550,Denmark,DNK,1994,156000000000.0,0.831,5206180,0,No medals,Very high,Not top ten
551,Denmark,DNK,1996,188000000000.0,0.844,5263074,23,1-25,Very high,Not top ten
552,Denmark,DNK,1998,177000000000.0,0.856,5304219,5,1-25,Very high,Not top ten
553,Denmark,DNK,2000,164000000000.0,0.87,5339616,25,1-25,Very high,Not top ten
554,Denmark,DNK,2002,179000000000.0,0.89,5375931,0,No medals,Very high,Not top ten
555,Denmark,DNK,2004,251000000000.0,0.905,5404523,29,26-50,Very high,Not top ten
556,Denmark,DNK,2006,283000000000.0,0.912,5437272,0,No medals,Very high,Not top ten
